_id,stockTicker,stockName,currentPrice,marketCap,sector
1961,MNTA,"Momenta Pharmaceuticals, Inc.",16.7,1275664002.2,Health Care
1962,MNTX,"Manitex International, Inc.",10.43,172686161.97,Technology
1963,MOBL,"MobileIron, Inc.",4.5,432254524.5,Technology
1964,MOFG,"MidWestOne Financial Group, Inc.",33.15,405080104.65,Finance
1965,MOGLC,Gabelli NextShares Trust,100.04,0,n/a
1966,MOMO,Momo Inc.,31.01,4334843369.64,Technology
1967,MORN,"Morningstar, Inc.",96.56,4106668701.04,Finance
1968,MOSY,"MoSys, Inc.",1.16,9358456.6,Technology
1969,MOXC,"Moxian, Inc.",3.41,228494548.59,Technology
1970,MPAA,"Motorcar Parts of America, Inc.",26.56,506488416.64,Capital Goods
1971,MPAC,Matlin & Partners Acquisition Corporation,9.75,396093750,Finance
1972,MPACU,Matlin & Partners Acquisition Corporation,10.15,0,Finance
1973,MPACW,Matlin & Partners Acquisition Corporation,0.45,0,Finance
1974,MPB,Mid Penn Bancorp,32.65,199852021.3,Finance
1975,MPCT,iShares MSCI Global Impact ETF,61.55,30775000,n/a
1976,MPVD,Mountain Province Diamonds Inc.,2.75,440697127.75,Basic Industries
1977,MPWR,"Monolithic Power Systems, Inc.",120.19,4989917773.47,Technology
1978,MRAM,"Everspin Technologies, Inc.",9.07,115792572.22,Technology
1979,MRBK,Meridian Bank,18.33,117170620.71,n/a
1980,MRCC,Monroe Capital Corporation,13.98,282954598.86,n/a
1981,MRCY,Mercury Systems Inc,48.22,2326203924.5,Capital Goods
1982,MRDN,"Meridian Waste Solutions, Inc",1.1,15206627.7,Basic Industries
1983,MRDNW,"Meridian Waste Solutions, Inc",0.1375,0,Basic Industries
1984,MRLN,Marlin Business Services Corp.,24.3,303968432.7,Finance
1985,MRNS,"Marinus Pharmaceuticals, Inc.",7.18,290288807.28,Health Care
1986,MRSN,"Mersana Therapeutics, Inc.",14.37,326966415.48,Health Care
1987,MRTN,"Marten Transport, Ltd.",23.45,1278809519.75,Transportation
1988,MRTX,"Mirati Therapeutics, Inc.",26.6,673015670.6,Health Care
1989,MRUS,Merus N.V.,18.27,354613519.89,Health Care
1990,MRVL,Marvell Technology Group Ltd.,22.6,11204744028.4,Technology
1991,MSBF,MSB Financial Corp.,17.9,103258512.8,Finance
1992,MSBI,"Midland States Bancorp, Inc.",32.17,615156316.33,Finance
1993,MSCC,Microsemi Corporation,61.81,7264658544.71,Technology
1994,MSEX,Middlesex Water Company,36.91,603332188.76,Public Utilities
1995,MSFG,"MainSource Financial Group, Inc.",39.72,1016276436.36,Finance
1996,MSFT,Microsoft Corporation,94.26,727177271780.7,Technology
1997,MSG,The Madison Square Garden Company,217.75,5130286463.25,Consumer Services
1998,MSON,"MISONIX, Inc.",9,84290994,Capital Goods
1999,MSTR,MicroStrategy Incorporated,139.14,1592734745.16,Technology
2000,MTBC,"Medical Transcription Billing, Corp.",3.19,36782585.29,Technology
2001,MTBCP,"Medical Transcription Billing, Corp.",25.8799,24050165.1901,Technology
2002,MTCH,"Match Group, Inc.",35.26,9654566410.32,Technology
2003,MTECU,MTech Acquisition Corp.,10.05,0,n/a
2004,MTEM,"Molecular Templates, Inc.",10.55,283744676.5,Health Care
2005,MTEX,"Mannatech, Incorporated",14.45,39137694.95,Consumer Durables
2006,MTFB,Motif Bio plc,10.66,13374888.8,Health Care
2007,MTFBW,Motif Bio plc,4.7812,0,Health Care
2008,MTGE,MTGE Investment Corp.,17.1,783140447.7,Consumer Services
2009,MTGEP,MTGE Investment Corp.,25.5041,51008200,Consumer Services
2010,MTLS,Materialise NV,13.16,176111989.2,Technology
2011,MTP,Midatech Pharma PLC,1.01,1779479.61,Health Care
2012,MTRX,Matrix Service Company,18.15,485483351.1,Basic Industries
2013,MTSC,MTS Systems Corporation,52.05,926182696.8,Capital Goods
2014,MTSI,"MACOM Technology Solutions Holdings, Inc.",31.26,2013198736.26,Technology
2015,MTSL,MER Telemanagement Solutions Ltd.,1.68,4902327.36,Public Utilities
2016,MU,"Micron Technology, Inc.",42.49,49131823160.28,Technology
2017,MVBF,MVB Financial Corp.,19.38,202416871.26,Finance
2018,MVIS,"Microvision, Inc.",1.27,99814380,Capital Goods
2019,MXIM,"Maxim Integrated Products, Inc.",61.14,17193425060.52,Technology
2020,MXWL,"Maxwell Technologies, Inc.",5.74,212814885.36,Miscellaneous
2021,MYGN,"Myriad Genetics, Inc.",37.65,2606915630.55,Health Care
2022,MYL,Mylan N.V.,43.05,23093583705.15,Health Care
2023,MYND,"MYnd Analytics, Inc.",3.11,13561344.71,Health Care
2024,MYNDW,"MYnd Analytics, Inc.",0.37,0,Health Care
2025,MYOK,"MyoKardia, Inc.",54.05,1931802995.8,Health Care
2026,MYOS,MYOS RENS Technology Inc.,1.43,9072451.96,Health Care
2027,MYRG,"MYR Group, Inc.",34.32,564976629.36,Basic Industries
2028,MYSZ,"My Size, Inc.",1.82,40474515.9,Technology
2029,MZOR,Mazor Robotics Ltd.,68.86,1138249740.32,Health Care
2030,NAII,"Natural Alternatives International, Inc.",11.2,83205024,Consumer Durables
2031,NAKD,Naked Brand Group Inc.,1.45,14996176.95,Consumer Non-Durables
2032,NANO,Nanometrics Incorporated,25,639866050,Capital Goods
2033,NAOV,"NanoVibronix, Inc.",4.68,17665858.08,Health Care
2034,NATH,"Nathan&#39;s Famous, Inc.",71.55,299404480.95,Consumer Services
2035,NATI,National Instruments Corporation,50.23,6567322455.06,Technology
2036,NATR,"Nature&#39;s Sunshine Products, Inc.",12.1,228712965.8,Health Care
2037,NAUH,"National American University Holdings, Inc.",1.1601,28202590.1682,Consumer Services
2038,NAVG,"The Navigators Group, Inc.",48.7,1436806862.7,Finance
2039,NAVI,Navient Corporation,14.53,3821567309.59,Finance
2040,NBEV,New Age Beverages Corporation,3.81,131884136.79,Consumer Non-Durables
2041,NBIX,"Neurocrine Biosciences, Inc.",86.02,7612171730.9,Health Care
2042,NBN,Northeast Bancorp,22.3,199080752.4,Finance
2043,NBRV,Nabriva Therapeutics plc,6.28,230422557.2,Health Care
2044,NBTB,NBT Bancorp Inc.,37.47,1631356607.31,Finance
2045,NCBS,Nicolet Bankshares Inc.,55.38,543720840,Finance
2046,NCLH,Norwegian Cruise Line Holdings Ltd.,60.59,13842629518.7,Consumer Services
2047,NCMI,"National CineMedia, Inc.",6.85,537735055.8,Consumer Services
2048,NCNA,NuCana plc,24.25,186615996.25,Health Care
2049,NCOM,National Commerce Corporation,45.8,786731973.2,Finance
2050,NCSM,"NCS Multistage Holdings, Inc.",16.82,738593717.52,Energy
2051,NCTY,The9 Limited,0.915,19801482.975,Miscellaneous
2052,NDAQ,"Nasdaq, Inc.",81.37,13525831834.01,Finance
2053,NDLS,Noodles & Company,5.85,240545190.6,Consumer Services
2054,NDRA,ENDRA Life Sciences Inc.,3.49,13635524.23,Health Care
2055,NDRAW,ENDRA Life Sciences Inc.,1.15,0,Health Care
2056,NDSN,Nordson Corporation,144.22,8337345508.64,Capital Goods
2057,NEBUU,Nebula Acquisition Corporation,10.06,0,Finance
2058,NEO,"NeoGenomics, Inc.",7.8,627194544.6,Health Care
2059,NEOG,Neogen Corporation,59.18,3048164553.06,Health Care
2060,NEON,Neonode Inc.,0.58,33984811.74,Capital Goods
2061,NEOS,"Neos Therapeutics, Inc.",10,289969560,Health Care
2062,NEPT,Neptune Technologies & Bioresources Inc,3.29,258699849.17,Health Care
2063,NERV,"Minerva Neurosciences, Inc",6.45,249619469.85,Health Care
2064,NESR,National Energy Services Reunited Corp.,9.95,285088643.75,Finance
2065,NESRW,National Energy Services Reunited Corp.,1.02,0,Finance
2066,NETE,"Net Element, Inc.",6.61,23194807.28,Technology
2067,NEWA,"Newater Technology, Inc.",10.44,110653560,Basic Industries
2068,NEWT,Newtek Business Services Corp.,17.36,312553727.92,n/a
2069,NEWTL,Newtek Business Services Corp.,25.45,0,n/a
2070,NEWTZ,Newtek Business Services Corp.,25.99,0,n/a
2071,NEXT,NextDecade Corporation,7,743921689,Public Utilities
2072,NEXTW,NextDecade Corporation,0.5,0,Public Utilities
2073,NFBK,"Northfield Bancorp, Inc.",16.89,825580024.68,Finance
2074,NFEC,NF Energy Saving Corporation,1.02,7214754.78,Capital Goods
2075,NFLX,"Netflix, Inc.",265.07,115026718557.27,Consumer Services
2076,NGHC,National General Holdings Corp,19.99,2132348652.32,Finance
2077,NGHCN,National General Holdings Corp,23.85,0,Finance
2078,NGHCO,National General Holdings Corp,23.65,0,Finance
2079,NGHCP,National General Holdings Corp,23.88,52536000,Finance
2080,NGHCZ,National General Holdings Corp,24.5794,0,Finance
2081,NH,"NantHealth, Inc.",3.3,357487904.4,Technology
2082,NHLD,National Holdings Corporation,3.61,44900876.76,Finance
2083,NHLDW,National Holdings Corporation,1.5,0,Finance
2084,NHTC,Natural Health Trends Corp.,16.19,183625199.1,Consumer Durables
2085,NICE,NICE Ltd,90.99,3666273536.52,Technology
2086,NICK,"Nicholas Financial, Inc.",9.15,72132862.95,Finance
2087,NIHD,"NII Holdings, Inc.",0.6436,64669982.8604,Public Utilities
2088,NITE,Nightstar Therapeutics plc,14.61,78309600,Health Care
2089,NK,"NantKwest, Inc.",4.28,340067994.92,Health Care
2090,NKSH,"National Bankshares, Inc.",43.8,304759261.2,Finance
2091,NKTR,Nektar Therapeutics,88.74,13973683964.22,Health Care
2092,NLNK,NewLink Genetics Corporation,8.56,317380481.04,Health Care
2093,NLST,"Netlist, Inc.",0.3158,22238524.2068,Technology
2094,NMIH,NMI Holdings Inc,18.9,1134626421.6,Finance
2095,NMRD,Nemaura Medical Inc.,6.2124,1273542000,Health Care
2096,NMRK,"Newmark Group, Inc.",16.66,2522887691.1,Finance
2097,NNBR,"NN, Inc.",29,799628513,Capital Goods
2098,NNDM,Nano Dimension Ltd.,3.26,7961249.26,Technology
2099,NODK,"NI Holdings, Inc.",16.76,373971394.04,Finance
2100,NOVN,"Novan, Inc.",3.26,84729545.08,Health Care
2101,NOVT,Novanta Inc.,57.9,2002884790.2,Miscellaneous
2102,NRCIA,National Research Corporation,37.3,913216981.7,Health Care
2103,NRCIB,National Research Corporation,56.8883,1392797898.6607,Health Care
2104,NRIM,Northrim BanCorp Inc,32.8,224789355.2,Finance
2105,NSEC,"National Security Group, Inc.",16.05,40483107.6,Finance
2106,NSIT,"Insight Enterprises, Inc.",37.45,1340419500.35,Consumer Services
2107,NSSC,"NAPCO Security Technologies, Inc.",9.5,179063999,Consumer Durables
2108,NSTG,"NanoString Technologies, Inc.",7.24,183771754.36,Health Care
2109,NSYS,Nortech Systems Incorporated,3.66,10025658.66,Capital Goods
2110,NTAP,"NetApp, Inc.",62.16,16583777728.56,Technology
2111,NTCT,"NetScout Systems, Inc.",28.425,2476981191.075,Technology
2112,NTEC,Intec Pharma Ltd.,6.1,159062197,Health Care
2113,NTES,"NetEase, Inc.",316.06,23976655473.28,Miscellaneous
2114,NTGR,"NETGEAR, Inc.",68.55,2157262947.45,Public Utilities
2115,NTIC,Northern Technologies International Corporation,23.75,107763440,Capital Goods
2116,NTLA,"Intellia Therapeutics, Inc.",26.15,943644088.4,Health Care
2117,NTNX,"Nutanix, Inc.",32.11,5151254038.97,Technology
2118,NTRA,"Natera, Inc.",10.54,566725038.66,Health Care
2119,NTRI,NutriSystem Inc,43.2,1297703462.4,Consumer Services
2120,NTRP,"Neurotrope, Inc.",7.18,56692267.62,Health Care
2121,NTRS,Northern Trust Corporation,106.78,24284028047.84,Finance
2122,NTRSP,Northern Trust Corporation,26.06,416960000,Finance
2123,NTWK,NetSol Technologies Inc.,4.825,54682347.425,Technology
2124,NUAN,"Nuance Communications, Inc.",17.7,5194328588.4,Technology
2125,NURO,"NeuroMetrix, Inc.",1.55,3635554.45,Health Care
2126,NUROW,"NeuroMetrix, Inc.",0.0886,0,Health Care
2127,NUVA,"NuVasive, Inc.",48.5,2471946448,Health Care
2128,NVAX,"Novavax, Inc.",2.03,762058013.08,Health Care
2129,NVCN,Neovasc Inc.,0.5199,52531000.1415,Health Care
2130,NVCR,NovoCure Limited,22.15,1979408945.25,Health Care
2131,NVDA,NVIDIA Corporation,240.5,145743000000,Technology
2132,NVEC,NVE Corporation,84.83,410747708.3,Technology
2133,NVEE,"NV5 Global, Inc.",48.8,526336987.2,Consumer Services
2134,NVFY,"Nova Lifestyle, Inc",2.27,62160880.96,Consumer Durables
2135,NVIV,InVivo Therapeutics Holdings Corp.,0.514,17598354.616,Health Care
2136,NVLN,Novelion Therapeutics Inc. ,5.15,95574070.8,Health Care
2137,NVMI,Nova Measuring Instruments Ltd.,26.2,720254741.8,Capital Goods
2138,NVMM,"Novume Solutions, Inc.",3.87,55374994.08,Consumer Durables
2139,NVTR,Nuvectra Corporation,8.83,95224168.12,Health Care
2140,NVUS,"Novus Therapeutics, Inc.",3.72,26357740.08,Health Care
2141,NWBI,"Northwest Bancshares, Inc.",17.02,1746599633.5,Finance
2142,NWFL,Norwood Financial Corp.,31.97,199922956.35,Finance
2143,NWLI,"National Western Life Group, Inc.",324.01,1178154145.66,Finance
2144,NWPX,Northwest Pipe Company,19.39,186527049.45,Basic Industries
2145,NWS,News Corporation,17.15,9991964247.3,Consumer Services
2146,NWSA,News Corporation,16.82,9799699046.04,Consumer Services
2147,NXEO,"Nexeo Solutions, Inc.",9.45,848055370.05,Consumer Durables
2148,NXEOU,"Nexeo Solutions, Inc.",10.23,0,Consumer Durables
2149,NXEOW,"Nexeo Solutions, Inc.",0.69,0,Consumer Durables
2150,NXPI,NXP Semiconductors N.V.,121.3,41124318015.1,Technology
2151,NXST,"Nexstar Media Group, Inc.",76.2,3472138877.4,Consumer Services
2152,NXTD,NXT-ID Inc.,2.19,49727471.52,Consumer Services
2153,NXTDW,NXT-ID Inc.,0.494,0,Consumer Services
2154,NXTM,"NxStage Medical, Inc.",25.14,1665078161.64,Health Care
2155,NYMT,"New York Mortgage Trust, Inc.",5.63,629738149.49,Consumer Services
2156,NYMTN,"New York Mortgage Trust, Inc.",24.42,0,Consumer Services
2157,NYMTO,"New York Mortgage Trust, Inc.",24.398,0,Consumer Services
2158,NYMTP,"New York Mortgage Trust, Inc.",24.152,0,Finance
2159,NYMX,Nymox Pharmaceutical Corporation,3.5,190407511,Health Care
2160,NYNY,"Empire Resorts, Inc.",30.9,1006030365.3,Consumer Services
2161,OACQ,Origo Acquisition Corporation,10.7,31860651.7,Consumer Services
2162,OACQR,Origo Acquisition Corporation,0.47,0,Consumer Services
2163,OACQU,Origo Acquisition Corporation,11.01,0,Consumer Services
2164,OACQW,Origo Acquisition Corporation,0.37,0,Consumer Services
2165,OASM,Oasmia Pharmaceutical AB,1.5324,1323441.936,Health Care
2166,OBAS,Optibase Ltd.,8.2499,42836459.0139,Finance
2167,OBCI,"Ocean Bio-Chem, Inc.",4.1242,38085254.836,Consumer Durables
2168,OBLN,"Obalon Therapeutics, Inc.",4.3,74999813.1,Health Care
2169,OBSV,ObsEva SA,12.0399,447056681.3538,Health Care
2170,OCC,Optical Cable Corporation,2.3571,17220944.3148,Basic Industries
2171,OCFC,OceanFirst Financial Corp.,26.66,868648703.52,Finance
2172,OCLR,"Oclaro, Inc.",6.21,1048135909.5,Technology
2173,OCSI,Oaktree Strategic Income Corporation,8.28,243984839.04,n/a
2174,OCSL,Oaktree Specialty Lending Corporation,5.02,707622468.02,n/a
2175,OCSLL,Oaktree Specialty Lending Corporation,24.66,0,n/a
2176,OCUL,"Ocular Therapeutix, Inc.",5.48,162526946.96,Health Care
2177,ODFL,"Old Dominion Freight Line, Inc.",147.25,12129857901.25,Transportation
2178,ODP,"Office Depot, Inc.",3.32,1857932762.64,Consumer Services
2179,ODT,"Odonate Therapeutics, Inc.",19.65,528395495.4,Health Care
2180,OESX,"Orion Energy Systems, Inc.",0.776,22434212.768,Consumer Durables
2181,OFED,Oconee Federal Financial Corp.,28.701,165206601.027,Finance
2182,OFIX,Orthofix International N.V.,57.67,1051401031.78,Health Care
2183,OFLX,"Omega Flex, Inc.",62.43,630032447.46,Capital Goods
2184,OFS,OFS Capital Corporation,11.69,155884408.19,n/a
2185,OHAI,OHA Investment Corporation,1.17,23601698.64,n/a
2186,OHGI,"One Horizon Group, Inc.",2.43,72276148.53,Public Utilities
2187,OHRP,"Ohr Pharmaceuticals, Inc.",0.3149,17696255.1772,Health Care
2188,OIIM,O2Micro International Limited,1.52,50727707.84,Technology
2189,OKDCC,Eaton Vance NextShares Trust II,100.0854,0,n/a
2190,OKTA,"Okta, Inc.",29.86,3043456253.68,Technology
2191,OLBK,"Old Line Bancshares, Inc.",31.96,399766290.72,Finance
2192,OLD,The Long-Term Care ETF,23.09,2309023.09,n/a
2193,OLED,Universal Display Corporation,155,7291293310,Capital Goods
2194,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",55.25,3406550962.75,Consumer Services
2195,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,41.58,288659545.02,Transportation
2196,OMCL,"Omnicell, Inc.",48.9,1855044091.8,Technology
2197,OMED,"OncoMed Pharmaceuticals, Inc.",2.42,91612671.92,Health Care
2198,OMER,Omeros Corporation,16.17,776220960.9,Health Care
2199,OMEX,"Odyssey Marine Exploration, Inc.",3.78,31709743.38,Consumer Services
2200,OMNT,"Ominto, Inc.",3.47,59969761.44,Miscellaneous
2201,ON,ON Semiconductor Corporation,24.32,10315625920,Technology
2202,ONB,Old National Bancorp,17.45,2653098000,Finance
2203,ONCE,"Spark Therapeutics, Inc.",56.3,2083406609.8,Health Care
2204,ONCS,OncoSec Medical Incorporated,1.58,56118008.66,Health Care
2205,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,290.2,1540932980,n/a
2206,ONS,"Oncobiologics, Inc.",1.14,29105028.78,Health Care
2207,ONSIW,"Oncobiologics, Inc.",0.048,0,Health Care
2208,ONSIZ,"Oncobiologics, Inc.",0.03,0,Health Care
2209,ONTX,"Onconova Therapeutics, Inc.",1.3617,13414328.6571,Health Care
2210,ONTXW,"Onconova Therapeutics, Inc.",0.8,0,Health Care
2211,ONVO,"Organovo Holdings, Inc.",1.45,155039176.5,Health Care
2212,OPB,Opus Bank,28.05,1007118728.55,n/a
2213,OPGN,"OpGen, Inc.",3.65,329573.1,Health Care
2214,OPGNW,"OpGen, Inc.",0.4148,0,Health Care
2215,OPHC,"OptimumBank Holdings, Inc.",4.78,5274476.66,Finance
2216,OPHT,Ophthotech Corporation,2.86,103070633.38,Health Care
2217,OPK,"Opko Health, Inc.",4.45,2489351987.45,Health Care
2218,OPNT,"Opiant Pharmaceuticals, Inc.",20.9,43218859.2,Basic Industries
2219,OPOF,Old Point Financial Corporation,29.4,147549133.2,Finance
2220,OPTN,"OptiNose, Inc.",18.74,708703941.62,Health Care
2221,OPTT,"Ocean Power Technologies, Inc.",1.17,21368737.26,Public Utilities
2222,ORBC,ORBCOMM Inc.,11.55,858084323.25,Consumer Services
2223,ORBK,Orbotech Ltd.,53.74,2579520000,Capital Goods
2224,OREX,"Orexigen Therapeutics, Inc.",1.08,20238226.92,Health Care
2225,ORG,The Organics ETF,34.75,0,n/a
2226,ORIG,Ocean Rig UDW Inc.,27.4,2508633906.8,Energy
2227,ORIT,Oritani Financial Corp.,16.85,779815725.25,Finance
2228,ORLY,"O&#39;Reilly Automotive, Inc.",262.38,22309567138.86,Consumer Services
2229,ORMP,Oramed Pharmaceuticals Inc.,7.86,112955509.8,Health Care
2230,ORPN,Bioblast Pharma Ltd.,2.95,9860059.35,Health Care
2231,ORRF,Orrstown Financial Services Inc,25.6,213709721.6,Finance
2232,OSBC,"Old Second Bancorp, Inc.",14.4,426630038.4,Finance
2233,OSBCP,"Old Second Bancorp, Inc.",10.492,0,Finance
2234,OSIS,"OSI Systems, Inc.",66.6,1263298770,Technology
2235,OSN,"Ossen Innovation Co., Ltd.",3.95,7834967.2,Basic Industries
2236,OSPR,Osprey Energy Acquisition Corp.,9.75,0,Finance
2237,OSPRU,Osprey Energy Acquisition Corp.,10.1,0,Finance
2238,OSPRW,Osprey Energy Acquisition Corp.,0.76,0,Finance
2239,OSS,"One Stop Systems, Inc.",4.88,0,n/a
2240,OSTK,"Overstock.com, Inc.",66.65,1915821991.4,Consumer Services
2241,OSUR,"OraSure Technologies, Inc.",21.9,1328198295.6,Health Care
2242,OTEL,Otelco Inc.,14.3,47857652.7,Public Utilities
2243,OTEX,Open Text Corporation,38.6,10253144879,Technology
2244,OTIC,"Otonomy, Inc.",5.8,175955290.2,Health Care
2245,OTIV,On Track Innovations Ltd,1.14,46893190.92,Technology
2246,OTTR,Otter Tail Corporation,42.35,1675259743.85,Public Utilities
2247,OTTW,"Ottawa Bancorp, Inc.",14.24,49404284.48,Finance
2248,OVAS,OvaScience Inc.,1.03,36776893.66,Health Care
2249,OVBC,Ohio Valley Banc Corp.,41.7,195667492.2,Finance
2250,OVID,Ovid Therapeutics Inc.,8.83,217247059.53,Health Care
2251,OVLY,Oak Valley Bancorp (CA),21.32,172662258.6,Finance
2252,OXBR,Oxbridge Re Holdings Limited,2.6,14907326.2,Finance
2253,OXBRW,Oxbridge Re Holdings Limited,0.1,0,Finance
2254,OXFD,Oxford Immunotec Global PLC,11.75,301444393.5,Health Care
2255,OXLC,Oxford Lane Capital Corp.,10.27,258931758.8,n/a
2256,OXLCM,Oxford Lane Capital Corp.,25.5,0,n/a
2257,OXLCO,Oxford Lane Capital Corp.,25.37,0,n/a
2258,OZRK,Bank of the Ozarks,50.56,6480822967.04,Finance
2259,PAAS,Pan American Silver Corp.,16.36,2508036687.36,Basic Industries
2260,PACB,"Pacific Biosciences of California, Inc.",2.82,327824937.96,Capital Goods
2261,PACW,PacWest Bancorp,53.4,6877005685.2,Finance
2262,PAGG,PowerShares Global Agriculture Portfolio,28.0714,22457120,n/a
2263,PAHC,Phibro Animal Health Corporation,34.35,1380345303.75,Health Care
2264,PANL,Pangaea Logistics Solutions Ltd.,2.42,105984340.44,Transportation
2265,PATI,"Patriot Transportation Holding, Inc.",19.55,64589329.1,Transportation
2266,PATK,"Patrick Industries, Inc.",63.85,1611114535.4,Basic Industries
2267,PAVM,PAVmed Inc.,1.7,29241788.4,Health Care
2268,PAVMW,PAVmed Inc.,0.6,0,Health Care
2269,PAYX,"Paychex, Inc.",67.03,24076201517.86,Consumer Services
2270,PBBI,"PB Bancorp, Inc.",10.5,81603574.5,Finance
